,Unnamed: 0,site_id,building_id,primary_use,square_feet,year_built,floor_count,meter,timestamp,meter_reading,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
16139266,16139266,3,456,Public services,14125,,,0,2016-10-20 05:00:00,19.8,22.2,,20.6,-1.0,1018.1,110.0,1.5
1418618,1418618,10,1004,Education,74886,,2.0,0,2016-01-26 17:00:00,523.0,-6.1,,-10.0,0.0,1036.6,170.0,2.6
19633075,19633075,15,1441,Education,30143,1951.0,,0,2016-12-21 16:00:00,325.85,-0.6,0.0,-6.7,,1021.6,200.0,3.1
14641560,14641560,3,546,Public services,400000,1971.0,,0,2016-09-23 17:00:00,1644.72,28.9,2.0,17.8,0.0,1017.0,130.0,2.6
17379789,17379789,2,277,Education,12761,1909.0,,0,2016-11-11 06:00:00,50.98,20.6,2.0,3.9,0.0,1018.0,70.0,5.1
19310701,19310701,9,893,Education,47191,,,1,2016-12-16 00:00:00,39.4942,11.1,,5.0,0.0,1024.1,0.0,0.0
2083999,2083999,14,1279,Office,64743,,,0,2016-02-07 18:00:00,129.715,6.7,0.0,-5.6,0.0,1019.0,90.0,2.1
13548032,13548032,9,900,Education,111623,,,2,2016-09-04 08:00:00,0.0,25.0,4.0,22.8,0.0,1013.3,0.0,0.0
8157749,8157749,2,281,Food sales and service,28862,,,0,2016-05-31 02:00:00,34.54,32.8,2.0,-7.2,0.0,1005.5,270.0,3.1
5429937,5429937,13,1159,Office,671507,,,2,2016-04-12 13:00:00,27750.0,-0.6,0.0,-8.3,0.0,1028.7,170.0,1.5
10572276,10572276,14,1238,Office,129707,,,2,2016-07-12 23:00:00,495.972,28.3,0.0,18.9,0.0,1016.3,180.0,5.7
6666840,6666840,15,1359,Education,124289,1904.0,,1,2016-05-04 13:00:00,78.6904,12.2,4.0,7.2,,1007.7,150.0,3.6
18237806,18237806,9,878,Lodging/residential,41241,,,1,2016-11-26 13:00:00,79.1643,13.3,,8.3,0.0,1028.7,0.0,0.0
14345342,14345342,3,542,Education,66900,1969.0,,0,2016-09-18 11:00:00,113.7,22.2,,21.1,0.0,1018.4,200.0,3.6
14196702,14196702,2,199,Parking,405083,2004.0,,0,2016-09-15 20:00:00,94.18,33.9,2.0,-2.8,0.0,1010.4,,2.1
16438338,16438338,3,401,Entertainment/public assembly,12660,,,0,2016-10-25 12:00:00,16.12,8.9,2.0,1.1,0.0,1026.9,300.0,2.6
1489508,1489508,9,894,Education,101555,,,2,2016-01-28 00:00:00,244.0,12.2,0.0,-5.6,0.0,1025.1,350.0,1.5
13661573,13661573,13,1163,Parking,83919,,,0,2016-09-06 08:00:00,78.0,25.6,,22.2,38.0,1009.2,220.0,3.6
12539448,12539448,9,914,Education,229973,,,1,2016-08-17 08:00:00,1209.44,23.9,,23.9,5.0,,150.0,3.1
17478601,17478601,2,238,Office,45017,,,0,2016-11-13 01:00:00,109.53,26.1,,2.2,0.0,1015.4,90.0,1.5
17988695,17988695,15,1404,Lodging/residential,169290,2006.0,,1,2016-11-22 03:00:00,1.3662,-2.2,,-3.9,-1.0,1011.8,280.0,10.3
12791538,12791538,10,1013,Education,67377,,3.0,0,2016-08-21 19:00:00,30.2488,30.6,0.0,0.0,0.0,1009.8,190.0,2.1
5684899,5684899,9,992,Office,51483,,,2,2016-04-17 02:00:00,27.45,21.1,,20.6,0.0,1010.4,130.0,3.6
18325472,18325472,10,1022,Education,84346,,2.0,3,2016-11-28 02:00:00,32.238,3.3,,-1.1,-1.0,1005.8,300.0,5.1
19130132,19130132,2,226,Office,74180,1930.0,,0,2016-12-12 20:00:00,61.74,21.1,,5.0,,1015.0,,1.5
15655297,15655297,2,163,Education,72102,1970.0,,1,2016-10-11 15:00:00,286.975,22.8,0.0,6.1,0.0,1013.4,100.0,4.6
8890742,8890742,9,932,Lodging/residential,233937,,,0,2016-06-13 02:00:00,267.0,29.4,0.0,24.4,0.0,1013.0,,3.1
2322986,2322986,2,279,Education,49384,1967.0,,0,2016-02-12 07:00:00,49.57,17.2,0.0,1.7,0.0,1018.5,100.0,2.6
1171913,1171913,10,1000,Education,121146,,2.0,3,2016-01-22 06:00:00,1200.13,-4.4,0.0,-8.9,0.0,1031.2,210.0,2.6
5651615,5651615,5,730,Education,126045,1966.0,4.0,0,2016-04-16 12:00:00,27.2,8.0,,-1.0,,,10.0,4.6
10772492,10772492,1,151,Office,30495,1997.0,8.0,0,2016-07-16 13:00:00,48.9,24.2,,16.5,,1024.5,270.0,5.1
13318568,13318568,1,134,Lodging/residential,49589,1998.0,8.0,0,2016-08-31 07:00:00,34.2,15.3,0.0,12.4,,1020.4,230.0,2.1
4081404,4081404,2,244,Education,95717,,,3,2016-03-18 10:00:00,0.0,16.7,0.0,-3.3,0.0,1008.1,100.0,1.5
18896869,18896869,4,651,Parking,306140,2007.0,5.0,0,2016-12-08 17:00:00,52.592,11.7,,10.6,8.0,1019.4,180.0,2.1
5217422,5217422,0,17,Office,15250,1980.0,,0,2016-04-08 19:00:00,0.0,28.9,4.0,10.6,0.0,1013.5,240.0,6.2
13355434,13355434,13,1156,Education,259989,,,1,2016-08-31 22:00:00,3052.78,26.1,2.0,11.1,0.0,1021.2,350.0,4.1
18795911,18795911,10,1008,Education,74420,,2.0,0,2016-12-06 22:00:00,95.0002,-2.2,4.0,-12.2,0.0,1011.0,0.0,0.0
12611335,12611335,0,52,Education,106523,1970.0,,0,2016-08-18 15:00:00,489.396,30.0,4.0,23.9,0.0,1020.2,0.0,0.0
13537043,13537043,14,1272,Public services,247471,,,3,2016-09-04 03:00:00,1336.15,16.7,0.0,12.2,0.0,1020.3,340.0,2.6
15028082,15028082,9,884,Education,38598,,,0,2016-09-30 13:00:00,95.0,16.1,0.0,10.6,0.0,1022.4,,1.5
9618497,9618497,13,1187,Office,121714,,,1,2016-06-26 00:00:00,13.6612,31.7,6.0,22.2,-1.0,1005.7,240.0,8.8
17954941,17954941,13,1106,Office,92099,,,0,2016-11-21 13:00:00,124.7,-5.0,0.0,-8.3,0.0,1026.9,120.0,4.1
2773306,2773306,13,1219,Office,91316,,,1,2016-02-21 08:00:00,0.0,-2.2,0.0,-4.4,0.0,1021.5,310.0,3.6
1846585,1846585,14,1265,Food sales and service,35605,,,0,2016-02-03 11:00:00,68.2492,4.4,,1.7,0.0,1021.8,120.0,2.1
12637011,12637011,15,1358,Lodging/residential,61439,1903.0,,2,2016-08-19 01:00:00,18.6484,21.0,0.0,18.0,,,340.0,2.6
18618685,18618685,15,1362,Education,113988,1923.0,,1,2016-12-03 11:00:00,20.7017,1.1,,-2.2,-1.0,1017.9,300.0,8.2
12561514,12561514,14,1309,Lodging/residential,58041,,,0,2016-08-17 17:00:00,45.64,28.9,4.0,18.9,0.0,1016.5,340.0,5.7
5021090,5021090,3,346,Entertainment/public assembly,17709,,,0,2016-04-05 07:00:00,31.22,1.7,,-4.4,-1.0,1019.6,30.0,10.3
3718232,3718232,3,309,Entertainment/public assembly,2067,,,0,2016-03-11 05:00:00,3.16,21.1,,12.8,0.0,1013.5,210.0,5.1
1926278,1926278,6,780,Education,120836,,,0,2016-02-04 22:00:00,687.817,10.0,,1.1,0.0,1017.1,70.0,4.1
8867995,8867995,14,1267,Education,138977,,,1,2016-06-12 16:00:00,9.3906,30.6,0.0,4.4,0.0,1003.5,290.0,7.7
5631355,5631355,13,1186,Lodging/residential,157070,,,2,2016-04-16 03:00:00,187.5,19.4,,6.7,0.0,1017.3,140.0,6.2
15974676,15974676,3,452,Education,155100,1931.0,,0,2016-10-17 07:00:00,185.56,17.2,2.0,16.1,0.0,1017.3,0.0,0.0
18935041,18935041,9,920,Education,85623,,,2,2016-12-09 09:00:00,244.0,1.7,,-7.2,0.0,1038.4,,2.6
18635100,18635100,13,1148,Office,861524,,,1,2016-12-03 19:00:00,74.4702,-0.6,,-7.2,0.0,1025.4,310.0,1.5
4148656,4148656,2,202,Lodging/residential,74682,2006.0,,1,2016-03-19 18:00:00,404.473,25.0,0.0,-1.1,0.0,1013.6,0.0,0.0
16357909,16357909,2,244,Education,95717,,,0,2016-10-24 02:00:00,49.56,32.8,,5.6,0.0,1012.3,70.0,2.1
19996522,19996522,0,103,Education,21657,2016.0,,1,2016-12-28 03:00:00,295.473,20.6,2.0,19.4,0.0,1022.2,90.0,2.6
1048428,1048428,14,1270,Entertainment/public assembly,18551,,,3,2016-01-20 00:00:00,487.377,-3.9,0.0,-14.4,0.0,1020.0,290.0,6.7
18061909,18061909,15,1402,Lodging/residential,133594,1961.0,,2,2016-11-23 10:00:00,1078.47,-2.2,,-5.6,,1027.5,340.0,4.1
321407,321407,14,1301,Education,62242,,,2,2016-01-06 19:00:00,804.317,3.9,0.0,-15.6,0.0,1031.4,200.0,2.6
12121743,12121743,4,650,Education,75228,1993.0,4.0,0,2016-08-09 17:00:00,227.0,17.2,,13.3,0.0,1011.2,,1.5
4095446,4095446,14,1234,Education,46037,,,0,2016-03-18 16:00:00,38.3243,13.9,0.0,-3.9,0.0,1009.6,300.0,6.7
1507619,1507619,5,717,Education,28826,1976.0,2.0,0,2016-01-28 08:00:00,30.7,7.0,,4.0,,,240.0,4.1
4605883,4605883,5,661,Entertainment/public assembly,7427,1976.0,2.0,0,2016-03-28 19:00:00,1.652,7.0,,4.0,,,260.0,4.6
18181443,18181443,9,990,Office,82939,,,1,2016-11-25 13:00:00,214.80900000000003,15.6,0.0,13.9,0.0,1025.0,0.0,0.0
16633582,16633582,13,1202,Office,16805,,,0,2016-10-29 00:00:00,179.768,19.4,8.0,12.8,0.0,1005.7,240.0,2.1
6466024,6466024,3,348,Public services,10577,1969.0,,0,2016-05-01 00:00:00,18.32,13.3,8.0,8.9,0.0,1022.8,120.0,3.1
5263335,5263335,11,1029,Education,152559,,,0,2016-04-09 14:00:00,333.56300000000005,-7.8,,-13.2,,1014.3,320.0,3.6
5828527,5828527,15,1355,Education,50567,,,2,2016-04-19 15:00:00,545.639,7.2,,2.8,,1023.9,330.0,3.6
18030748,18030748,13,1217,Education,73044,,,1,2016-11-22 21:00:00,0.0,0.6,,-2.2,10.0,1019.5,110.0,7.7
16527775,16527775,15,1355,Education,50567,,,0,2016-10-27 03:00:00,42.775,1.1,2.0,-3.3,,1030.8,80.0,3.1
4227044,4227044,3,529,Public services,14519,1908.0,,0,2016-03-21 07:00:00,26.11,2.8,,-0.6,0.0,1013.4,340.0,1.5
11558587,11558587,1,150,Office,65657,1955.0,8.0,0,2016-07-30 14:00:00,429.8,20.8,,8.8,,1013.7,290.0,2.6
13401912,13401912,7,800,Education,64583,1955.0,2.0,1,2016-09-01 18:00:00,153.48,20.7,,11.5,,1014.4,350.0,2.1
19754250,19754250,9,875,Lodging/residential,177708,,,0,2016-12-23 20:00:00,106.0,16.7,,13.9,0.0,1016.8,0.0,0.0
3784724,3784724,13,1150,Office,196043,,,0,2016-03-12 12:00:00,179.157,10.0,0.0,3.3,0.0,1017.0,200.0,2.6
14578271,14578271,5,712,Education,22949,1976.0,1.0,0,2016-09-22 14:00:00,8.4,16.0,0.0,8.0,,,290.0,5.1
13340121,13340121,3,324,Entertainment/public assembly,11910,,,0,2016-08-31 16:00:00,34.14,30.6,4.0,21.7,0.0,1015.1,170.0,6.2
9727015,9727015,1,146,Office,31614,1956.0,8.0,0,2016-06-27 23:00:00,15.0,15.1,,9.7,,1019.8,320.0,1.5
10661488,10661488,14,1254,Education,24979,,,1,2016-07-14 13:00:00,722.355,25.6,,23.3,0.0,1012.4,170.0,3.1
12850586,12850586,13,1222,Lodging/residential,187174,,,0,2016-08-22 20:00:00,424.546,28.3,4.0,14.4,0.0,1012.0,180.0,9.3
37930,37930,9,922,Education,147205,,,1,2016-01-01 16:00:00,26.306,7.2,,0.6,0.0,1033.7,20.0,3.1
15065355,15065355,3,464,Public services,9816,,,0,2016-10-01 05:00:00,17.11,17.8,,17.8,-1.0,1020.2,60.0,4.6
12991095,12991095,3,343,Public services,22000,,,0,2016-08-25 11:00:00,63.74,21.7,,18.9,0.0,1020.0,200.0,4.6
9079513,9079513,0,17,Office,15250,1980.0,,0,2016-06-16 11:00:00,135.69299999999998,25.0,2.0,23.3,0.0,1016.0,200.0,2.1
3114183,3114183,2,158,Office,10135,,,0,2016-02-28 05:00:00,11.21,23.9,0.0,-4.4,0.0,1011.8,10.0,1.5
16551960,16551960,2,260,Education,126985,1979.0,,1,2016-10-27 14:00:00,0.0,23.3,,8.3,0.0,1013.2,0.0,0.0
10195385,10195385,2,241,Entertainment/public assembly,51999,1974.0,,0,2016-07-06 07:00:00,65.37,36.7,0.0,3.9,0.0,1007.3,0.0,0.0
8580275,8580275,3,421,Entertainment/public assembly,11274,,,0,2016-06-07 14:00:00,38.1,25.6,2.0,19.4,0.0,1002.3,170.0,3.1
14176465,14176465,9,914,Education,229973,,,0,2016-09-15 11:00:00,450.0,23.3,0.0,21.7,0.0,1015.4,0.0,0.0
2829930,2829930,2,268,Entertainment/public assembly,77844,,,1,2016-02-22 12:00:00,31.1593,13.3,2.0,0.6,0.0,1010.0,130.0,2.6
5916125,5916125,4,566,Education,2010,1957.0,1.0,0,2016-04-21 05:00:00,0.515,16.7,,12.8,,1014.0,290.0,3.1
16642351,16642351,8,867,Public services,65913,,1.0,0,2016-10-29 04:00:00,175.0,22.2,2.0,17.8,0.0,1020.4,30.0,4.6
9999109,9999109,2,228,Lodging/residential,49108,1951.0,,3,2016-07-02 19:00:00,0.0,35.6,4.0,16.7,0.0,1012.4,,1.5
7365799,7365799,2,176,Education,62238,1970.0,,3,2016-05-17 00:00:00,0.0,32.2,2.0,3.9,0.0,1003.2,280.0,3.6
8740314,8740314,7,790,Education,86111,1911.0,8.0,1,2016-06-10 10:00:00,656.59,8.3,,3.9,,1015.3,330.0,3.6
19979459,19979459,14,1287,Education,60582,,,1,2016-12-27 19:00:00,490.879,16.7,0.0,5.0,0.0,1008.8,280.0,6.7
15817311,15817311,14,1291,Office,237546,,,2,2016-10-14 11:00:00,0.0,6.1,0.0,2.2,0.0,1025.6,340.0,1.5
4732834,4732834,3,379,Entertainment/public assembly,7675,,,0,2016-03-31 04:00:00,10.14,12.2,,3.9,0.0,1021.2,190.0,6.2
5661907,5661907,14,1228,Office,162549,,,0,2016-04-16 16:00:00,127.707,13.9,0.0,-4.4,0.0,1030.4,360.0,3.1
15234209,15234209,14,1243,Healthcare,237704,,,0,2016-10-04 04:00:00,144.845,14.4,,12.8,0.0,1018.9,0.0,0.0
6822460,6822460,3,406,Entertainment/public assembly,2347,,,0,2016-05-07 08:00:00,8.2,10.6,,9.4,23.0,1006.7,20.0,3.1
8684625,8684625,13,1155,Warehouse/storage,19059,,,2,2016-06-09 10:00:00,0.0,17.2,,15.6,-1.0,1010.5,90.0,3.6
9753479,9753479,4,645,Education,304333,2006.0,12.0,0,2016-06-28 10:00:00,1761.3,14.4,0.0,11.1,0.0,1014.5,300.0,3.1
3088850,3088850,14,1248,Office,78002,,,0,2016-02-27 16:00:00,72.0,1.1,0.0,-10.0,0.0,1019.3,340.0,2.6
2824218,2824218,6,774,Lodging/residential,93500,,,1,2016-02-22 09:00:00,0.0,7.2,2.0,3.3,0.0,1015.3,30.0,3.6
5047876,5047876,13,1073,Office,194111,,,2,2016-04-05 18:00:00,2664.0,1.1,8.0,-2.2,8.0,1020.3,130.0,7.7
14796690,14796690,3,501,Education,66404,,,0,2016-09-26 11:00:00,126.66,18.9,,15.0,0.0,1020.5,170.0,4.1
771100,771100,3,473,Public services,46007,1950.0,,0,2016-01-15 00:00:00,61.66,6.1,0.0,-0.6,0.0,1014.7,190.0,4.6
17961597,17961597,9,898,Public services,64749,,,2,2016-11-21 16:00:00,33.55,15.6,0.0,10.0,0.0,1021.9,160.0,2.1
18721114,18721114,7,802,Education,290625,1995.0,19.0,2,2016-12-05 12:00:00,3008.09,-3.6,,-4.2,14.0,1011.9,70.0,5.7
19088526,19088526,8,848,Office,8552,,1.0,0,2016-12-12 02:00:00,0.5,20.6,,18.9,0.0,1022.4,120.0,3.6
19245820,19245820,1,114,Education,139683,1958.0,13.0,0,2016-12-14 21:00:00,829.125,7.8,0.0,5.5,,1020.3,140.0,3.6
19374853,19374853,13,1081,Manufacturing/industrial,11470,,,0,2016-12-17 03:00:00,13.349,-11.7,,-13.9,8.0,1012.6,10.0,2.6
11922791,11922791,1,135,Lodging/residential,66532,1967.0,10.0,0,2016-08-06 03:00:00,34.4,13.3,0.0,11.5,,1024.7,270.0,3.6
7387942,7387942,9,930,Office,20917,,,0,2016-05-17 09:00:00,22.0,20.0,,18.9,0.0,1010.0,,2.1
5191903,5191903,2,192,Education,151637,1983.0,,3,2016-04-08 08:00:00,23.4457,17.2,,14.4,18.0,1012.2,170.0,4.6
11270371,11270371,13,1157,Education,37107,,,2,2016-07-25 09:00:00,710.938,20.6,0.0,15.6,0.0,1015.7,270.0,1.5
13753946,13753946,0,26,Office,26953,2005.0,,0,2016-09-08 00:00:00,58.5637,27.2,2.0,19.4,0.0,1020.1,60.0,4.6
1170948,1170948,2,271,Education,71421,,,0,2016-01-22 06:00:00,71.03,12.2,6.0,-2.2,0.0,1021.9,0.0,0.0
15771484,15771484,8,830,Warehouse/storage,15120,,1.0,0,2016-10-13 16:00:00,16.5,27.8,4.0,20.6,0.0,1018.4,30.0,4.6
5518970,5518970,13,1203,Lodging/residential,138602,,,0,2016-04-14 03:00:00,97.0,14.4,0.0,1.1,0.0,1016.1,120.0,7.2
12032334,12032334,3,497,Public services,7732,,,0,2016-08-08 02:00:00,16.62,27.2,4.0,16.7,0.0,1015.0,360.0,2.6
18327407,18327407,7,801,Education,484376,1952.0,5.0,1,2016-11-28 03:00:00,75.68,0.1,,-3.4,,1020.4,340.0,3.1
4469388,4469388,8,824,Public services,7820,,1.0,0,2016-03-26 02:00:00,15.1667,20.6,,18.3,0.0,1016.4,350.0,2.6
9304503,9304503,15,1403,Lodging/residential,78438,2004.0,,0,2016-06-20 10:00:00,70.95,14.4,0.0,12.8,,1022.2,80.0,3.1
10034930,10034930,9,901,Education,107730,,,0,2016-07-03 10:00:00,0.0,25.6,2.0,23.3,0.0,1012.9,,2.6
7234802,7234802,2,255,Education,49078,1914.0,,1,2016-05-14 16:00:00,192.899,30.0,,6.1,0.0,1009.7,120.0,2.6
14492848,14492848,1,129,Lodging/residential,102957,1968.0,7.0,0,2016-09-21 02:00:00,50.0,15.4,,12.1,,1018.8,70.0,1.0
15568656,15568656,6,769,Education,77263,,,0,2016-10-10 02:00:00,75.1,13.9,0.0,3.9,0.0,1022.8,,2.1
485856,485856,9,883,Education,399331,,,1,2016-01-09 19:00:00,317.958,11.7,,1.1,0.0,1016.4,,
13730240,13730240,15,1352,Office,42755,,,1,2016-09-07 13:00:00,92.6168,19.4,0.0,16.1,,1018.3,90.0,2.6
4408618,4408618,9,966,Education,393530,,,2,2016-03-24 21:00:00,366.0,20.6,0.0,3.3,0.0,1015.4,350.0,3.6
19552175,19552175,13,1152,Office,118858,,,1,2016-12-20 06:00:00,33.1534,-3.9,8.0,-8.9,0.0,1016.0,200.0,6.2
2956132,2956132,14,1287,Education,60582,,,0,2016-02-25 00:00:00,125.831,17.8,,16.1,20.0,997.0,170.0,8.2
2532241,2532241,3,530,Public services,144000,,,0,2016-02-16 12:00:00,74.93,10.6,8.0,7.8,-1.0,1004.5,160.0,8.8
15839933,15839933,7,799,Education,527431,1976.0,26.0,0,2016-10-14 21:00:00,2095.37,12.0,,-0.1,,1027.8,290.0,1.5
16961343,16961343,3,365,Healthcare,819577,1922.0,,0,2016-11-03 20:00:00,1334.88,26.1,,13.9,0.0,1014.2,270.0,4.6
18104975,18104975,3,293,Office,408000,2010.0,,0,2016-11-24 05:00:00,755.37,7.2,,1.7,0.0,1024.8,150.0,2.6
10301544,10301544,9,898,Public services,64749,,,1,2016-07-08 04:00:00,159.946,28.3,0.0,22.8,0.0,1013.5,160.0,4.6
4838920,4838920,9,913,Entertainment/public assembly,503634,,,2,2016-04-02 01:00:00,433.1,13.3,,6.1,0.0,1019.4,10.0,2.1
6571808,6571808,6,768,Education,75929,,,0,2016-05-02 21:00:00,441.05,29.4,2.0,13.9,0.0,1008.8,200.0,4.1
7051669,7051669,0,68,Parking,487433,2007.0,,0,2016-05-11 10:00:00,0.0,21.7,,18.3,0.0,1020.6,0.0,0.0
7034631,7034631,13,1203,Lodging/residential,138602,,,2,2016-05-11 02:00:00,82.0313,11.7,,8.3,0.0,1017.2,100.0,6.2
15757335,15757335,7,802,Education,290625,1995.0,19.0,1,2016-10-13 10:00:00,1047.04,13.8,,8.3,,1009.1,170.0,7.2
19595193,19595193,15,1373,Education,105434,2014.0,,2,2016-12-21 00:00:00,381.712,-2.2,,-10.0,,1020.7,180.0,6.2
14414858,14414858,15,1326,Office,46981,1962.0,,2,2016-09-19 16:00:00,0.0,22.2,4.0,17.8,3.0,1018.1,310.0,2.1
9070612,9070612,3,309,Entertainment/public assembly,2067,,,0,2016-06-16 07:00:00,1.36,22.8,,20.6,5.0,1007.7,0.0,0.0
16675169,16675169,5,724,Education,88856,1976.0,2.0,0,2016-10-29 18:00:00,0.2898,13.0,,10.0,,,,1.0
8145598,8145598,0,38,Office,12769,2013.0,,0,2016-05-30 21:00:00,396.636,28.3,,18.9,-1.0,1013.1,80.0,6.7
12327771,12327771,9,895,Education,55087,,,2,2016-08-13 12:00:00,36.6,26.7,,22.2,0.0,1009.8,0.0,0.0
4339032,4339032,6,768,Education,75929,,,0,2016-03-23 12:00:00,538.067,10.0,0.0,-1.1,0.0,1016.9,200.0,5.1
2450062,2450062,9,972,Education,282152,,,1,2016-02-14 20:00:00,474.81,21.7,,13.3,0.0,1012.0,220.0,4.6
307398,307398,14,1225,Office,122746,,,0,2016-01-06 13:00:00,162.857,-10.6,0.0,-12.8,0.0,1035.6,0.0,0.0
9549058,9549058,2,250,Education,131710,1991.0,,1,2016-06-24 19:00:00,727.7769999999999,40.0,4.0,7.8,0.0,1008.6,240.0,2.6
7416748,7416748,14,1252,Education,116249,,,1,2016-05-17 21:00:00,1345.3,12.2,,8.9,3.0,1020.9,250.0,2.1
17509304,17509304,9,908,Education,91254,,,2,2016-11-13 14:00:00,27.45,13.9,0.0,11.7,0.0,1024.3,0.0,0.0
20171476,20171476,2,195,Office,9703,1940.0,,0,2016-12-31 05:00:00,4.66,13.9,,12.8,28.0,1011.4,330.0,3.6
3197408,3197408,14,1304,Office,91363,,,0,2016-02-29 20:00:00,340.73400000000004,14.4,0.0,1.7,0.0,1005.7,280.0,8.8
14195086,14195086,7,793,Education,150695,1964.0,6.0,0,2016-09-15 19:00:00,565.31,16.6,,6.2,,1025.5,300.0,2.6
14256997,14256997,13,1201,Education,73597,,,0,2016-09-16 21:00:00,140.181,24.4,2.0,15.0,0.0,1009.5,230.0,4.6
14560047,14560047,12,1038,Technology/science,9838,,,0,2016-09-22 06:00:00,77.65,6.9,1.0,4.5,,1016.8,230.0,4.0
10950855,10950855,0,103,Education,21657,2016.0,,0,2016-07-19 17:00:00,131.871,28.9,,22.2,5.0,1021.7,90.0,3.6
1448203,1448203,7,799,Education,527431,1976.0,26.0,0,2016-01-27 06:00:00,0.0,-0.7,,-1.6,3.0,1009.5,270.0,5.1
8573816,8573816,9,907,Entertainment/public assembly,44564,,,2,2016-06-07 11:00:00,27.45,21.1,0.0,17.8,0.0,1011.5,0.0,0.0
6842975,6842975,15,1442,Public services,99541,1993.0,,0,2016-05-07 16:00:00,85.75,12.8,,7.2,,1007.9,170.0,2.6
5676936,5676936,2,282,Office,28750,,,0,2016-04-16 23:00:00,12.87,26.7,2.0,-4.4,0.0,1008.1,240.0,5.1
10199012,10199012,13,1149,Office,293990,,,0,2016-07-06 08:00:00,602.531,18.9,4.0,17.2,0.0,1007.4,300.0,1.5
6986097,6986097,0,97,Lodging/residential,187647,2007.0,,0,2016-05-10 06:00:00,0.0,20.6,2.0,16.1,0.0,1019.6,130.0,2.6
11502574,11502574,14,1276,Office,53860,,,3,2016-07-29 13:00:00,190.428,22.2,,20.0,-1.0,1010.2,40.0,4.1
5301554,5301554,15,1382,Public services,243072,1965.0,,1,2016-04-10 06:00:00,77.8605,-5.0,0.0,-9.4,,1023.0,310.0,6.7
18283545,18283545,14,1297,Office,21469,,,0,2016-11-27 08:00:00,36.8233,2.8,0.0,0.0,0.0,1019.1,280.0,2.1
11764208,11764208,13,1079,Education,14185,,,2,2016-08-03 06:00:00,15.0,26.7,2.0,21.7,0.0,1016.4,230.0,2.1
5044170,5044170,1,131,Lodging/residential,66661,1930.0,7.0,0,2016-04-05 17:00:00,140.174,14.0,,1.8,,1008.4,310.0,4.1
7950976,7950976,2,195,Office,9703,1940.0,,1,2016-05-27 10:00:00,33.9728,20.6,0.0,2.2,0.0,1008.3,90.0,2.6
13597683,13597683,9,974,Education,186572,,,1,2016-09-05 05:00:00,264.326,24.4,0.0,22.2,0.0,1014.9,0.0,0.0
526702,526702,12,1037,Education,8805,,,0,2016-01-10 13:00:00,0.7275,5.2,6.0,2.1,,978.8,230.0,7.0
19899943,19899943,2,289,Entertainment/public assembly,9666,2005.0,,0,2016-12-26 10:00:00,12.48,4.4,0.0,2.2,0.0,1022.3,0.0,0.0
619760,619760,6,780,Education,120836,,,0,2016-01-12 06:00:00,685.7,-2.2,0.0,-11.7,0.0,1018.1,0.0,0.0
6497866,6497866,14,1276,Office,53860,,,3,2016-05-01 13:00:00,354.29,7.8,,5.0,18.0,1022.0,120.0,2.6
13709305,13709305,0,49,Lodging/residential,24456,1968.0,,0,2016-09-07 05:00:00,212.959,25.0,,21.7,0.0,1021.3,50.0,3.6
17953462,17953462,0,97,Lodging/residential,187647,2007.0,,0,2016-11-21 13:00:00,532.909,10.6,0.0,-1.1,0.0,1021.2,310.0,2.1
7446513,7446513,9,906,Lodging/residential,39649,,,0,2016-05-18 10:00:00,50.0,18.3,,16.7,0.0,1014.3,30.0,2.6
464663,464663,3,455,Healthcare,29192,2014.0,,0,2016-01-09 10:00:00,10.95,5.6,,3.9,-1.0,1019.8,30.0,2.6
13606167,13606167,2,260,Education,126985,1979.0,,3,2016-09-05 09:00:00,32.2378,28.3,0.0,3.3,0.0,1002.1,120.0,1.5
18539410,18539410,5,734,Education,28191,1919.0,1.0,0,2016-12-01 22:00:00,5.1,0.0,9.0,0.0,,,,1.0
10484722,10484722,9,924,Entertainment/public assembly,252268,,,0,2016-07-11 10:00:00,277.0,26.7,,23.3,0.0,1012.0,170.0,3.1
6075431,6075431,5,680,Public services,9849,1976.0,2.0,0,2016-04-24 01:00:00,2.5,6.0,0.0,2.0,,,300.0,4.1
13016909,13016909,11,1029,Education,152559,,,3,2016-08-25 22:00:00,0.4399,28.9,,19.8,,1009.4,270.0,2.1
13349931,13349931,5,719,Education,28363,1919.0,2.0,0,2016-08-31 20:00:00,2.9,16.0,,13.0,,,280.0,3.1
2252537,2252537,2,224,Education,272278,1955.0,,1,2016-02-10 21:00:00,202.395,28.9,,-3.9,0.0,1019.4,170.0,2.1
3780072,3780072,9,921,Entertainment/public assembly,262162,,,2,2016-03-12 10:00:00,344.65,15.0,,14.4,0.0,1012.2,0.0,0.0
1430720,1430720,14,1276,Office,53860,,,3,2016-01-26 22:00:00,494.1230000000001,7.8,,-1.1,0.0,1014.3,,2.1
637667,637667,3,356,Public services,4336,,,0,2016-01-12 14:00:00,0.4,1.7,,-7.8,0.0,1013.5,190.0,6.2
3748062,3748062,4,626,Public services,130581,1970.0,5.0,0,2016-03-11 19:00:00,111.5,13.3,,9.4,,1006.5,150.0,5.7
19933088,19933088,3,353,Education,99700,1955.0,,0,2016-12-27 00:00:00,55.32,7.2,8.0,5.0,0.0,1028.4,180.0,3.1
